name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ID_52204-102676,biomass,bus_285491,10.1,13.5,3.46,5.41,30.0,121.0,9.42,7.0,7.0
ID_535-102679,ngcc,bus_201361,77.0,8.037,34.01,3.42,231.0,3696.0,37.47,1.0,3.0
ID_54015-102681,biomass,bus_280991,11.7,13.5,4.01,5.41,35.0,140.0,10.91,7.0,7.0
ID_54038-102683,geothermal,bus_400041,21.6,9.54,2.37,0.0,65.0,0.0,3.8,6.0,6.0
ID_54111-102684,geothermal,bus_286671,80.0,9.54,8.78,0.0,240.0,0.0,14.08,6.0,6.0
ID_54219-102685,biomass,bus_133661,11.4,13.5,3.91,5.41,34.0,137.0,10.63,7.0,7.0
ID_54238-102686,biomass,bus_230601,54.0,13.5,18.51,5.41,162.0,648.0,50.36,7.0,7.0
ID_54296-102689,ngcc,bus_256751,2.2,8.037,0.97,3.42,7.0,106.0,1.07,1.0,3.0
ID_54327-102703,biomass,bus_252891,3.6,13.5,1.23,5.41,11.0,43.0,3.36,7.0,7.0
ID_54337-102704,ngcc,bus_285491,1.6,8.037,0.71,3.42,5.0,77.0,0.78,1.0,3.0
ID_54371-102706,ngcc,bus_252891,42.2,8.037,18.64,3.42,127.0,2026.0,20.53,1.0,3.0
ID_54410-102707,ngcc,bus_252891,27.7,8.037,12.24,3.42,83.0,1330.0,13.48,1.0,3.0
ID_54447-102708,ngcc,bus_252891,5.0,8.037,2.21,3.42,15.0,240.0,2.43,1.0,3.0
ID_54449-102709,ngcc,bus_261331,6.0,8.037,2.65,3.42,18.0,288.0,2.92,1.0,3.0
ID_54451-102710,ngcc,bus_253751,58.5,8.037,25.84,3.42,176.0,2808.0,28.47,1.0,3.0
ID_54451-102711,ngcc,bus_253751,10.0,8.037,4.42,3.42,30.0,480.0,4.87,1.0,3.0
ID_54468-102751,biomass,bus_300011,11.4,13.5,3.91,5.41,34.0,137.0,10.63,7.0,7.0
ID_54469-102752,biomass,bus_201361,18.0,13.5,6.17,5.41,54.0,216.0,16.79,7.0,7.0
ID_54477-102753,ngcc,bus_201361,7.7,8.037,3.4,3.42,23.0,370.0,3.75,1.0,3.0
ID_54517-102754,biomass,bus_230541,7.5,13.5,2.57,5.41,22.0,90.0,6.99,7.0,7.0
ID_54561-102757,ngcc,bus_211211,27.0,8.037,11.93,3.42,81.0,1296.0,13.14,1.0,3.0
ID_54567-102758,biomass,bus_201361,2.8,13.5,0.96,5.41,8.0,34.0,2.61,7.0,7.0
ID_54626-102759,biomass,bus_252891,62.0,13.5,21.25,5.41,186.0,744.0,57.82,7.0,7.0
ID_54689-102957,geothermal,bus_286671,62.5,9.54,6.86,0.0,188.0,0.0,11.0,6.0,6.0
ID_54724-102958,geothermal,bus_400041,24.0,9.54,2.63,0.0,72.0,0.0,4.22,6.0,6.0
ID_54749-102959,ngcc,bus_283651,51.4,8.037,22.7,3.42,154.0,2467.0,25.01,1.0,3.0
ID_54768-102961,ngcc,bus_252891,46.0,8.037,20.32,3.42,138.0,2208.0,22.38,1.0,3.0
ID_54800-102962,ngcc,bus_230601,7.0,8.037,3.09,3.42,21.0,336.0,3.41,1.0,3.0
ID_54912-103165,ngcc,bus_211211,100.0,8.037,44.17,3.42,300.0,4800.0,48.66,1.0,3.0
ID_54936-103167,ngcc,bus_285491,2.6,8.037,1.15,3.42,8.0,125.0,1.27,1.0,3.0
ID_54951-103168,biomass,bus_233771,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_54996-103169,geothermal,bus_286671,47.5,9.54,5.21,0.0,142.0,0.0,8.36,6.0,6.0
ID_55049-103171,biomass,bus_201361,4.0,13.5,1.37,5.41,12.0,48.0,3.73,7.0,7.0
ID_55084-103172,ngcc,bus_211211,247.4,8.037,109.28,3.42,742.0,11875.0,120.38,1.0,3.0
ID_55094-103173,biomass,bus_285491,6.4,13.5,2.19,5.41,19.0,77.0,5.97,7.0,7.0
ID_55112-103174,ngcc,bus_201361,636.0,8.037,280.92,3.42,1908.0,30528.0,309.48,1.0,3.0
ID_55151-103175,ngcc,bus_261331,1200.0,8.037,530.04,3.42,3600.0,57600.0,583.92,1.0,3.0
ID_55161-103176,biomass,bus_252891,6.0,13.5,2.06,5.41,18.0,72.0,5.6,7.0,7.0
ID_55182-103177,ngcc,bus_261331,605.4,8.037,267.41,3.42,1816.0,29059.0,294.59,1.0,3.0
ID_55184-103178,ngcc,bus_261331,6.2,8.037,2.74,3.42,19.0,298.0,3.02,1.0,3.0
ID_55217-103179,ngcc,bus_211211,678.3,8.037,299.61,3.42,2035.0,32558.0,330.06,1.0,3.0
ID_55295-103180,ngcc,bus_400041,591.0,8.037,261.04,3.42,1773.0,28368.0,287.58,1.0,3.0
ID_55333-103181,ngcc,bus_211211,943.5,8.037,416.74,3.42,2830.0,45288.0,459.11,1.0,3.0
ID_55345-103182,ngcc,bus_285491,688.5,8.037,304.11,3.42,2066.0,33048.0,335.02,1.0,3.0
ID_55393-103183,ngcc,bus_233771,635.0,8.037,280.48,3.42,1905.0,30480.0,308.99,1.0,3.0
ID_55400-103203,ngcc,bus_261331,623.0,8.037,275.18,3.42,1869.0,29904.0,303.15,1.0,3.0
ID_55499-103204,ngcc,bus_201361,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55508-103205,ngcc,bus_261331,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55510-103206,ngcc,bus_285491,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55512-103207,ngcc,bus_285491,48.7,8.037,21.51,3.42,146.0,2338.0,23.7,1.0,3.0
ID_55513-103208,ngcc,bus_285491,58.9,8.037,26.02,3.42,177.0,2827.0,28.66,1.0,3.0
ID_55518-103209,ngcc,bus_280991,852.0,8.037,376.33,3.42,2556.0,40896.0,414.58,1.0,3.0
ID_55538-103210,ngcc,bus_283651,49.9,8.037,22.04,3.42,150.0,2395.0,24.28,1.0,3.0
ID_55540-103211,ngcc,bus_285491,44.0,8.037,19.43,3.42,132.0,2112.0,21.41,1.0,3.0
ID_55541-103212,ngcc,bus_286671,149.7,8.037,66.12,3.42,449.0,7186.0,72.84,1.0,3.0
ID_55542-103213,ngcc,bus_285491,99.8,8.037,44.08,3.42,299.0,4790.0,48.56,1.0,3.0
ID_55601-103214,biomass,bus_280781,6.0,13.5,2.06,5.41,18.0,72.0,5.6,7.0,7.0
ID_55602-103215,biomass,bus_285491,3.6,13.5,1.23,5.41,11.0,43.0,3.36,7.0,7.0
ID_55603-103216,biomass,bus_258301,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55625-103217,ngcc,bus_211211,47.0,8.037,20.76,3.42,141.0,2256.0,22.87,1.0,3.0
ID_55626-103218,ngcc,bus_211211,47.0,8.037,20.76,3.42,141.0,2256.0,22.87,1.0,3.0
ID_55627-103219,ngcc,bus_211211,47.0,8.037,20.76,3.42,141.0,2256.0,22.87,1.0,3.0
ID_55656-103220,ngcc,bus_252891,779.0,8.037,344.08,3.42,2337.0,37392.0,379.06,1.0,3.0
ID_55698-103221,ngcc,bus_230601,92.2,8.037,40.72,3.42,277.0,4426.0,44.86,1.0,3.0
ID_55748-103251,ngcc,bus_211211,306.1,8.037,135.2,3.42,918.0,14693.0,148.95,1.0,3.0
ID_55752-103252,biomass,bus_211211,3.2,13.5,1.1,5.41,10.0,38.0,2.98,7.0,7.0
ID_55753-103253,biomass,bus_211211,3.2,13.5,1.1,5.41,10.0,38.0,2.98,7.0,7.0
ID_55766-103254,biomass,bus_230601,9.0,13.5,3.08,5.41,27.0,108.0,8.39,7.0,7.0
ID_55807-103255,ngcc,bus_230601,98.0,8.037,43.29,3.42,294.0,4704.0,47.69,1.0,3.0
ID_55810-103256,ngcc,bus_230171,135.0,8.037,59.63,3.42,405.0,6480.0,65.69,1.0,3.0
ID_55811-103257,ngcc,bus_261331,47.3,8.037,20.89,3.42,142.0,2270.0,23.02,1.0,3.0
ID_55813-103258,ngcc,bus_201361,47.3,8.037,20.89,3.42,142.0,2270.0,23.02,1.0,3.0
ID_55820-103259,biomass,bus_280991,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_55847-103260,ngcc,bus_201361,47.0,8.037,20.76,3.42,141.0,2256.0,22.87,1.0,3.0
ID_55851-103261,ngcc,bus_211211,51.0,8.037,22.53,3.42,153.0,2448.0,24.82,1.0,3.0
ID_55853-103262,ngcc,bus_261001,819.0,8.037,361.75,3.42,2457.0,39312.0,398.53,1.0,3.0
ID_55855-103263,ngcc,bus_211211,47.0,8.037,20.76,3.42,141.0,2256.0,22.87,1.0,3.0
ID_55874-103264,ngcc,bus_261331,49.9,8.037,22.04,3.42,150.0,2395.0,24.28,1.0,3.0
ID_55880-103265,biomass,bus_211211,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_55933-103266,ngcc,bus_211211,336.1,8.037,148.46,3.42,1008.0,16133.0,163.55,1.0,3.0
ID_55934-103267,ngcc,bus_280991,44.8,8.037,19.79,3.42,134.0,2150.0,21.8,1.0,3.0
ID_55935-103268,ngcc,bus_280991,44.8,8.037,19.79,3.42,134.0,2150.0,21.8,1.0,3.0
ID_55950-103269,ngcc,bus_261331,46.6,8.037,20.58,3.42,140.0,2237.0,22.68,1.0,3.0
ID_55951-103270,ngcc,bus_280991,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55963-103271,ngcc,bus_211211,47.0,8.037,20.76,3.42,141.0,2256.0,22.87,1.0,3.0
ID_55970-103272,ngcc,bus_230601,530.0,8.037,234.1,3.42,1590.0,25440.0,257.9,1.0,3.0
ID_55983-103273,geothermal,bus_286671,58.3,9.54,6.4,0.0,175.0,0.0,10.26,6.0,6.0
ID_55984-103274,geothermal,bus_286671,11.5,9.54,1.26,0.0,34.0,0.0,2.02,6.0,6.0
ID_55985-103275,ngcc,bus_285491,559.0,8.037,246.91,3.42,1677.0,26832.0,272.01,1.0,3.0
ID_56026-103379,ngcc,bus_211211,154.0,8.037,68.02,3.42,462.0,7392.0,74.94,1.0,3.0
ID_56036-103380,biomass,bus_211211,6.6,13.5,2.26,5.41,20.0,79.0,6.16,7.0,7.0
ID_56039-103381,ngcc,bus_255981,11.8,8.037,5.21,3.42,35.0,566.0,5.74,1.0,3.0
ID_56041-103382,ngcc,bus_255981,130.0,8.037,57.42,3.42,390.0,6240.0,63.26,1.0,3.0
ID_56046-103383,ngcc,bus_252891,387.6,8.037,171.2,3.42,1163.0,18605.0,188.61,1.0,3.0
ID_56051-103384,ngcc,bus_253751,57.4,8.037,25.35,3.42,172.0,2755.0,27.93,1.0,3.0
ID_56078-103475,ngcc,bus_230601,300.6,8.037,132.78,3.42,902.0,14429.0,146.27,1.0,3.0
ID_56080-103476,biomass,bus_211211,2.6,13.5,0.89,5.41,8.0,31.0,2.42,7.0,7.0
ID_56080-103477,ngcc,bus_211211,8.4,8.037,3.71,3.42,25.0,403.0,4.09,1.0,3.0
ID_56090-103478,ngcc,bus_280991,8.0,8.037,3.53,3.42,24.0,384.0,3.89,1.0,3.0
ID_56134-103513,ngcc,bus_230601,3.0,8.037,1.33,3.42,9.0,144.0,1.46,1.0,3.0
ID_56134-103514,oil,bus_230601,1.8,9.96,0.63,3.42,5.0,54.0,1.12,1.0,1.0
ID_56135-103515,ngcc,bus_230601,121.0,8.037,53.45,3.42,363.0,5808.0,58.88,1.0,3.0
ID_56143-103516,ngcc,bus_280991,196.0,8.037,86.57,3.42,588.0,9408.0,95.37,1.0,3.0
ID_56144-103517,ngcc,bus_280991,40.0,8.037,17.67,3.42,120.0,1920.0,19.46,1.0,3.0
ID_56170-103518,biomass,bus_280991,2.6,13.5,0.89,5.41,8.0,31.0,2.42,7.0,7.0
ID_56184-103519,ngcc,bus_201361,46.4,8.037,20.49,3.42,139.0,2227.0,22.58,1.0,3.0
ID_56185-103520,ngcc,bus_230601,49.6,8.037,21.91,3.42,149.0,2381.0,24.14,1.0,3.0
ID_56232-103522,ngcc,bus_285491,106.0,8.037,46.82,3.42,318.0,5088.0,51.58,1.0,3.0
ID_56239-103523,ngcc,bus_230601,121.0,8.037,53.45,3.42,363.0,5808.0,58.88,1.0,3.0
ID_56284-103577,ngcc,bus_261331,5.5,8.037,2.43,3.42,16.0,264.0,2.68,1.0,3.0
ID_56298-103603,ngcc,bus_201361,164.0,8.037,72.44,3.42,492.0,7872.0,79.8,1.0,3.0
ID_56346-103618,ngcc,bus_280991,8.4,8.037,3.71,3.42,25.0,403.0,4.09,1.0,3.0
ID_56356-103619,ngcc,bus_280991,49.0,8.037,21.64,3.42,147.0,2352.0,23.84,1.0,3.0
ID_56428-103720,biomass,bus_233771,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_56467-103849,ngcc,bus_216471,655.0,8.037,289.31,3.42,1965.0,31440.0,318.72,1.0,3.0
ID_56469-103850,biomass,bus_133661,13.4,13.5,4.59,5.41,40.0,161.0,12.5,7.0,7.0
ID_56471-103851,ngcc,bus_258301,49.8,8.037,22.0,3.42,149.0,2390.0,24.23,1.0,3.0
ID_56472-103852,ngcc,bus_280991,49.8,8.037,22.0,3.42,149.0,2390.0,24.23,1.0,3.0
ID_56473-103853,ngcc,bus_280991,49.8,8.037,22.0,3.42,149.0,2390.0,24.23,1.0,3.0
ID_56474-103854,ngcc,bus_280991,49.8,8.037,22.0,3.42,149.0,2390.0,24.23,1.0,3.0
ID_56475-103855,ngcc,bus_256751,49.8,8.037,22.0,3.42,149.0,2390.0,24.23,1.0,3.0
ID_56476-103856,ngcc,bus_211211,619.7,8.037,273.72,3.42,1859.0,29746.0,301.55,1.0,3.0
ID_56532-103857,ngcc,bus_201361,712.4,8.037,314.67,3.42,2137.0,34195.0,346.65,1.0,3.0
ID_56534-103858,biomass,bus_280991,3.9,13.5,1.34,5.41,12.0,47.0,3.64,7.0,7.0
ID_56535-103859,biomass,bus_252891,2.6,13.5,0.89,5.41,8.0,31.0,2.42,7.0,7.0
ID_56569-103860,ngcc,bus_286671,121.0,8.037,53.45,3.42,363.0,5808.0,58.88,1.0,3.0
ID_56639-103863,ngcc,bus_261331,139.8,8.037,61.75,3.42,419.0,6710.0,68.03,1.0,3.0
ID_56706-103908,biomass,bus_230601,12.5,13.5,4.28,5.41,38.0,150.0,11.66,7.0,7.0
ID_56707-103909,biomass,bus_230601,12.5,13.5,4.28,5.41,38.0,150.0,11.66,7.0,7.0
ID_56803-103956,ngcc,bus_261331,432.0,8.037,190.81,3.42,1296.0,20736.0,210.21,1.0,3.0
ID_56832-103959,geothermal,bus_286671,64.0,9.54,7.02,0.0,192.0,0.0,11.26,6.0,6.0
ID_56895-104037,biomass,bus_211211,11.4,13.5,3.91,5.41,34.0,137.0,10.63,7.0,7.0
ID_56897-104038,biomass,bus_216471,3.8,13.5,1.3,5.41,11.0,46.0,3.54,7.0,7.0
ID_56898-104039,biomass,bus_252891,9.2,13.5,3.15,5.41,28.0,110.0,8.58,7.0,7.0
ID_56914-104041,ngcc,bus_285491,118.0,8.037,52.12,3.42,354.0,5664.0,57.42,1.0,3.0
ID_57001-104045,ngcc,bus_285491,49.9,8.037,22.04,3.42,150.0,2395.0,24.28,1.0,3.0
ID_57027-104055,ngcc,bus_280991,200.0,8.037,88.34,3.42,600.0,9600.0,97.32,1.0,3.0
ID_57100-104060,biomass,bus_261331,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_57101-104061,biomass,bus_261331,1.4,13.5,0.48,5.41,4.0,17.0,1.31,7.0,7.0
ID_57102-104062,biomass,bus_280991,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_57122-104063,ngcc,bus_280781,19.0,8.037,8.39,3.42,57.0,912.0,9.25,1.0,3.0
ID_57133-104064,biomass,bus_201361,3.2,13.5,1.1,5.41,10.0,38.0,2.98,7.0,7.0
ID_57154-104065,biomass,bus_286671,18.1,13.5,6.2,5.41,54.0,217.0,16.88,7.0,7.0
ID_57163-104066,biomass,bus_251601,13.8,13.5,4.73,5.41,41.0,166.0,12.87,7.0,7.0
ID_57267-104103,ngcc,bus_216471,828.0,8.037,365.73,3.42,2484.0,39744.0,402.9,1.0,3.0
ID_57475-104475,geothermal,bus_286671,55.0,9.54,6.03,0.0,165.0,0.0,9.68,6.0,6.0
ID_57482-104476,ngcc,bus_280991,800.0,8.037,353.36,3.42,2400.0,38400.0,389.28,1.0,3.0
ID_57483-104477,ngcc,bus_211211,199.6,8.037,88.16,3.42,599.0,9581.0,97.13,1.0,3.0
ID_57515-104721,ngcc,bus_280991,500.0,8.037,220.85,3.42,1500.0,24000.0,243.3,1.0,3.0
ID_57557-104728,biomass,bus_211211,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57564-104730,ngcc,bus_230601,61.5,8.037,27.16,3.42,184.0,2952.0,29.93,1.0,3.0
ID_57573-104732,ngcc,bus_211211,3.5,8.037,1.55,3.42,10.0,168.0,1.7,1.0,3.0
ID_57580-104734,ngcc,bus_201361,4.2,8.037,1.86,3.42,13.0,202.0,2.04,1.0,3.0
ID_57584-104735,ngcc,bus_285491,33.0,8.037,14.58,3.42,99.0,1584.0,16.06,1.0,3.0
ID_57585-104736,ngcc,bus_258301,29.0,8.037,12.81,3.42,87.0,1392.0,14.11,1.0,3.0
ID_57696-104830,biomass,bus_211211,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_57702-104901,ngcc,bus_253751,5.7,8.037,2.52,3.42,17.0,274.0,2.77,1.0,3.0
ID_57713-104903,ngcc,bus_285491,9.6,8.037,4.24,3.42,29.0,461.0,4.67,1.0,3.0
ID_57714-104904,ngcc,bus_211211,4.4,8.037,1.94,3.42,13.0,211.0,2.14,1.0,3.0
ID_57715-104905,ngcc,bus_285491,2.0,8.037,0.88,3.42,6.0,96.0,0.97,1.0,3.0
ID_57771-105030,biomass,bus_201361,2.3,13.5,0.79,5.41,7.0,28.0,2.14,7.0,7.0
ID_57857-105253,biomass,bus_201361,5.5,13.5,1.88,5.41,16.0,66.0,5.13,7.0,7.0
ID_57876-105257,biomass,bus_233771,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57901-105262,ngcc,bus_254031,537.4,8.037,237.37,3.42,1612.0,25795.0,261.5,1.0,3.0
ID_57916-105264,ngcc,bus_286671,8.9,8.037,3.93,3.42,27.0,427.0,4.33,1.0,3.0
ID_57971-105302,biomass,bus_211211,2.1,13.5,0.72,5.41,6.0,25.0,1.96,7.0,7.0
ID_57977-105303,ngcc,bus_300011,6.0,8.037,2.65,3.42,18.0,288.0,2.92,1.0,3.0
ID_57978-105304,ngcc,bus_230601,288.9,8.037,127.61,3.42,867.0,13867.0,140.58,1.0,3.0
ID_57988-105306,biomass,bus_201361,4.8,13.5,1.64,5.41,14.0,58.0,4.48,7.0,7.0
ID_58007-105310,biomass,bus_280991,37.2,13.5,12.75,5.41,112.0,446.0,34.69,7.0,7.0
ID_58053-105314,oil,bus_230601,3.3,9.96,1.16,3.42,10.0,99.0,2.05,1.0,1.0
ID_58058-105316,ngcc,bus_256751,6.7,8.037,2.96,3.42,20.0,322.0,3.26,1.0,3.0
ID_58083-105321,ngcc,bus_280991,21.0,8.037,9.28,3.42,63.0,1008.0,10.22,1.0,3.0
ID_58085-105322,oil,bus_252891,1.5,9.96,0.53,3.42,4.0,45.0,0.93,1.0,1.0
ID_58100-105324,ngcc,bus_252891,4.5,8.037,1.99,3.42,14.0,216.0,2.19,1.0,3.0
ID_58122-105338,ngcc,bus_252891,48.5,8.037,21.42,3.42,146.0,2328.0,23.6,1.0,3.0
ID_58168-105441,ngcc,bus_280991,1.5,8.037,0.66,3.42,4.0,72.0,0.73,1.0,3.0
ID_58190-105444,ngcc,bus_261331,1.4,8.037,0.62,3.42,4.0,67.0,0.68,1.0,3.0
ID_58198-105445,ngcc,bus_211211,13.5,8.037,5.96,3.42,40.0,648.0,6.57,1.0,3.0
ID_58223-105450,ngcc,bus_261001,4.5,8.037,1.99,3.42,14.0,216.0,2.19,1.0,3.0
ID_58258-105461,ngcc,bus_254031,9.2,8.037,4.06,3.42,28.0,442.0,4.48,1.0,3.0
ID_58320-105470,biomass,bus_211211,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_58379-105479,biomass,bus_261331,1.5,13.5,0.51,5.41,4.0,18.0,1.4,7.0,7.0
ID_58397-105579,biomass,bus_261331,1.4,13.5,0.48,5.41,4.0,17.0,1.31,7.0,7.0
ID_58429-105585,biomass,bus_252891,23.0,13.5,7.88,5.41,69.0,276.0,21.45,7.0,7.0
ID_58432-105587,ngcc,bus_258301,13.2,8.037,5.83,3.42,40.0,634.0,6.42,1.0,3.0
ID_58435-105588,biomass,bus_211211,4.4,13.5,1.51,5.41,13.0,53.0,4.1,7.0,7.0
ID_58436-105589,biomass,bus_230601,4.4,13.5,1.51,5.41,13.0,53.0,4.1,7.0,7.0
ID_58437-105590,biomass,bus_230541,4.4,13.5,1.51,5.41,13.0,53.0,4.1,7.0,7.0
ID_58472-105602,biomass,bus_230601,22.5,13.5,7.71,5.41,68.0,270.0,20.98,7.0,7.0
ID_58593-105626,ngcc,bus_201361,2.9,8.037,1.28,3.42,9.0,139.0,1.41,1.0,3.0
ID_58593-105627,oil,bus_201361,1.0,9.96,0.35,3.42,3.0,30.0,0.62,1.0,1.0
ID_58607-105629,ngcc,bus_211211,1.5,8.037,0.66,3.42,4.0,72.0,0.73,1.0,3.0
ID_58619-105635,ngcc,bus_211211,1.0,8.037,0.44,3.42,3.0,48.0,0.49,1.0,3.0
ID_58699-105644,biomass,bus_252891,2.0,13.5,0.69,5.41,6.0,24.0,1.87,7.0,7.0
ID_58914-105671,ngcc,bus_286671,16.4,8.037,7.24,3.42,49.0,787.0,7.98,1.0,3.0
ID_58960-105677,biomass,bus_211211,4.4,13.5,1.51,5.41,13.0,53.0,4.1,7.0,7.0
ID_58971-105679,biomass,bus_230601,3.3,13.5,1.13,5.41,10.0,40.0,3.08,7.0,7.0
ID_58978-105681,biomass,bus_230541,1.5,13.5,0.51,5.41,4.0,18.0,1.4,7.0,7.0
ID_59074-105691,oil,bus_211211,65.1,9.96,22.86,3.42,195.0,1953.0,40.39,1.0,1.0
ID_59447-105786,biomass,bus_230601,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_59456-105787,ngcc,bus_285491,9.2,8.037,4.06,3.42,28.0,442.0,4.48,1.0,3.0
ID_59457-105788,ngcc,bus_285491,4.6,8.037,2.03,3.42,14.0,221.0,2.24,1.0,3.0
ID_59458-105789,ngcc,bus_285491,4.6,8.037,2.03,3.42,14.0,221.0,2.24,1.0,3.0
ID_59658-105807,biomass,bus_201361,30.2,13.5,10.35,5.41,91.0,362.0,28.16,7.0,7.0
ID_60100-105873,biomass,bus_230601,11.5,13.5,3.94,5.41,34.0,138.0,10.72,7.0,7.0
ID_6013-105874,ngcc,bus_256181,109.7,8.037,48.45,3.42,329.0,5266.0,53.38,1.0,3.0
ID_60220-105876,biomass,bus_211211,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_60249-105877,biomass,bus_211211,1.2,13.5,0.41,5.41,4.0,14.0,1.12,7.0,7.0
ID_60571-105881,biomass,bus_285491,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_6060-105882,ngcc,bus_286671,92.4,8.037,40.81,3.42,277.0,4435.0,44.96,1.0,3.0
ID_6211-105886,oil,bus_211211,223.5,9.96,78.49,3.42,670.0,6705.0,138.68,1.0,1.0
ID_6518-105892,oil,bus_300011,15.0,9.96,5.27,3.42,45.0,450.0,9.31,1.0,1.0
ID_6704-105899,oil,bus_253751,11.6,9.96,4.07,3.42,35.0,348.0,7.2,1.0,1.0
ID_7231-105910,ngcc,bus_211211,64.6,8.037,28.53,3.42,194.0,3101.0,31.43,1.0,3.0
ID_7232-105911,ngcc,bus_211211,7.8,8.037,3.45,3.42,23.0,374.0,3.8,1.0,3.0
ID_7266-105912,ngcc,bus_230601,98.2,8.037,43.37,3.42,295.0,4714.0,47.78,1.0,3.0
ID_7266-105913,ngcc,bus_230601,100.8,8.037,44.52,3.42,302.0,4838.0,49.05,1.0,3.0
ID_7307-105914,ngcc,bus_200261,109.3,8.037,48.28,3.42,328.0,5246.0,53.19,1.0,3.0
ID_7307-105915,ngcc,bus_200261,73.8,8.037,32.6,3.42,221.0,3542.0,35.91,1.0,3.0
ID_7315-105916,ngcc,bus_230601,223.5,8.037,98.72,3.42,670.0,10728.0,108.76,1.0,3.0
ID_7368-105918,geothermal,bus_211211,110.0,9.54,12.07,0.0,330.0,0.0,19.36,6.0,6.0
ID_7369-105919,geothermal,bus_211211,110.0,9.54,12.07,0.0,330.0,0.0,19.36,6.0,6.0
ID_7436-105920,oil,bus_255981,30.0,9.96,10.54,3.42,90.0,900.0,18.61,1.0,1.0
ID_7449-105921,ngcc,bus_230601,50.0,8.037,22.08,3.42,150.0,2400.0,24.33,1.0,3.0
ID_7450-105923,ngcc,bus_211211,54.8,8.037,24.21,3.42,164.0,2630.0,26.67,1.0,3.0
ID_7451-105924,ngcc,bus_230541,27.4,8.037,12.1,3.42,82.0,1315.0,13.33,1.0,3.0
ID_7452-105925,ngcc,bus_201361,54.8,8.037,24.21,3.42,164.0,2630.0,26.67,1.0,3.0
ID_7527-105981,ngcc,bus_230601,71.5,8.037,31.58,3.42,214.0,3432.0,34.79,1.0,3.0
ID_7527-105982,ngcc,bus_230601,54.0,8.037,23.85,3.42,162.0,2592.0,26.28,1.0,3.0
ID_7551-105983,ngcc,bus_201361,149.4,8.037,65.99,3.42,448.0,7171.0,72.7,1.0,3.0
ID_7551-105984,ngcc,bus_201361,44.0,8.037,19.43,3.42,132.0,2112.0,21.41,1.0,3.0
ID_7552-105985,ngcc,bus_201361,173.9,8.037,76.81,3.42,522.0,8347.0,84.62,1.0,3.0
ID_7693-105987,ngcc,bus_280991,49.2,8.037,21.73,3.42,148.0,2362.0,23.94,1.0,3.0
ID_7824-105989,ngcc,bus_286671,24.9,8.037,11.0,3.42,75.0,1195.0,12.12,1.0,3.0
ID_7824-105990,oil,bus_286671,24.9,9.96,8.74,3.42,75.0,747.0,15.45,1.0,1.0
ID_7987-105994,ngcc,bus_256181,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_8076-105995,ngcc,bus_258301,58.0,8.037,25.62,3.42,174.0,2784.0,28.22,1.0,3.0
ID_902-105998,geothermal,bus_211211,55.0,9.54,6.03,0.0,165.0,0.0,9.68,6.0,6.0
ID_10003-106000,ngcc,bus_601941,35.0,8.037,15.46,3.42,105.0,1680.0,17.03,1.0,3.0
ID_10180-106002,biomass,bus_601941,15.0,13.5,5.14,5.41,45.0,180.0,13.99,7.0,7.0
ID_10682-106007,ngcc,bus_601941,273.4,8.037,120.76,3.42,820.0,13123.0,133.04,1.0,3.0
ID_10682-106008,ngcc,bus_601941,23.8,8.037,10.51,3.42,71.0,1142.0,11.58,1.0,3.0
ID_10755-106009,ngcc,bus_600031,84.0,8.037,37.1,3.42,252.0,4032.0,40.87,1.0,3.0
ID_460-106010,oil,bus_403671,10.0,9.96,3.51,3.42,30.0,300.0,6.2,1.0,1.0
ID_464-106011,ngcc,bus_530021,53.2,8.037,23.5,3.42,160.0,2554.0,25.89,1.0,3.0
ID_469-106013,coal,bus_601941,380.8,9.75,171.97,6.95,1142.0,49123.0,16.3,12.0,12.0
ID_469-106014,ngcc,bus_601941,625.6,8.037,276.33,3.42,1877.0,30029.0,304.42,1.0,3.0
